=== jgld.dll — Strings ===
 nth      paddr      vaddr len size section type    string                                                                                                                                                                                                                      
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   0 0x0000004d 0x1000004d  44   45         ascii   !This program cannot be run in DOS mode.\r\r\n$
1838 0x0006be25 0x1006be25   4    4 .text   ascii   PSVW
1839 0x0006c345 0x1006c345   4    4 .text   ascii   @SVW
1840 0x0006c380 0x1006c380   4    4 .text   ascii   \b_^[
1841 0x0006c3a5 0x1006c3a5   4    4 .text   ascii   @SVW
1842 0x0006c3f5 0x1006c3f5   4    4 .text   ascii   PSVW
1843 0x0006cb25 0x1006cb25   4    4 .text   ascii   \SVW
1844 0x0006cc55 0x1006cc55   4    4 .text   ascii   TSVW
1845 0x0006cd05 0x1006cd05   4    4 .text   ascii   HSVW
1846 0x0006d155 0x1006d155   4    4 .text   ascii   LSVW
1847 0x0006d5a5 0x1006d5a5   4    4 .text   ascii   QHj@
1848 0x0006d5b8 0x1006d5b8   4    4 .text   ascii   \f_^[
1849 0x0006d5d5 0x1006d5d5   4    4 .text   ascii   @SVW
1850 0x0006d605 0x1006d605   4    4 .text   ascii   @SVW
1851 0x0006d625 0x1006d625   5    5 .text   ascii   Jp_^[
1852 0x0006d635 0x1006d635   4    4 .text   ascii   @SVW
1853 0x0006d664 0x1006d664   5    5 .text   ascii   Ap_^[
1854 0x0006d675 0x1006d675   4    4 .text   ascii   @SVW
1855 0x0006d6af 0x1006d6af   4    4 .text   ascii   \b_^[
1856 0x0006d6c5 0x1006d6c5   4    4 .text   ascii   @SVW
1857 0x0006d6f7 0x1006d6f7   5    5 .text   ascii   Ap_^[
1858 0x0006d705 0x1006d705   4    4 .text   ascii   @SVW
1859 0x0006d755 0x1006d755   4    4 .text   ascii   @SVW
1860 0x0006d7a5 0x1006d7a5   4    4 .text   ascii   @SVW
1861 0x0006d855 0x1006d855   4    4 .text   ascii   @SVW
1862 0x0006d878 0x1006d878   5    5 .text   ascii   Jp_^[
1863 0x0006d895 0x1006d895   4    4 .text   ascii   @SVW
1864 0x0006d8b8 0x1006d8b8   5    5 .text   ascii   Jp_^[
1865 0x0006d8d5 0x1006d8d5   4    4 .text   ascii   @SVW
1866 0x0006d8f5 0x1006d8f5   5    5 .text   ascii   Jp_^[
1867 0x0006d905 0x1006d905   4    4 .text   ascii   LSVW
1868 0x0006d985 0x1006d985   4    4 .text   ascii   PSVW
1869 0x0006da15 0x1006da15   4    4 .text   ascii   LSVW
1870 0x0006dac5 0x1006dac5   4    4 .text   ascii   PSVW
1871 0x0006e003 0x1006e003   5    5 .text   ascii   J\b_^[
1872 0x0006e015 0x1006e015   4    4 .text   ascii   tSVW
1873 0x0006e1c8 0x1006e1c8   4    7 .text   utf8    ԋEԊH blocks=Cyrillic Supplement,Basic Latin
1874 0x0006e1e5 0x1006e1e5   4    7 .text   utf8    ԋMԊQ blocks=Cyrillic Supplement,Basic Latin
1875 0x0006e215 0x1006e215   4    4 .text   ascii   @SVW
1876 0x0006e241 0x1006e241   5    5 .text   ascii   Qe_^[
1877 0x0006e255 0x1006e255   4    4 .text   ascii   @SVW
1878 0x0006e26c 0x1006e26c   5    5 .text   ascii   @`_^[
1879 0x0006e285 0x1006e285   4    4 .text   ascii   @SVW
1880 0x0006e2a8 0x1006e2a8   4    5 .text   ascii   @\b#E
1881 0x0006e2c5 0x1006e2c5   4    4 .text   ascii   @SVW
1882 0x0006e305 0x1006e305   4    4 .text   ascii   @SVW
1883 0x0006e345 0x1006e345   4    4 .text   ascii   @SVW
1884 0x0006e385 0x1006e385   4    4 .text   ascii   @SVW
1885 0x0006e3c5 0x1006e3c5   4    4 .text   ascii   @SVW
1886 0x0006e405 0x1006e405   4    4 .text   ascii   @SVW
1887 0x0006e445 0x1006e445   4    4 .text   ascii   @SVW
1888 0x0006e485 0x1006e485   4    4 .text   ascii   @SVW
1889 0x0006e4c5 0x1006e4c5   4    4 .text   ascii   @SVW
1890 0x0006e525 0x1006e525   4    4 .text   ascii   @SVW
1891 0x0006e585 0x1006e585   4    4 .text   ascii   @SVW
1892 0x0006e5c8 0x1006e5c8   6    7 .text   ascii   Ap;Btt
1893 0x0006e5f5 0x1006e5f5   4    4 .text   ascii   PSVW
1894 0x0006e675 0x1006e675   4    4 .text   ascii   @SVW
1895 0x0006e6d5 0x1006e6d5   4    4 .text   ascii   @SVW
1896 0x0006e735 0x1006e735   4    4 .text   ascii   @SVW
1897 0x0006e795 0x1006e795   4    4 .text   ascii   @SVW
1898 0x0006e7f5 0x1006e7f5   4    4 .text   ascii   @SVW
1899 0x0006e835 0x1006e835   4    4 .text   ascii   @SVW
1900 0x0006e875 0x1006e875   4    4 .text   ascii   @SVW
1901 0x0006e8d5 0x1006e8d5   4    4 .text   ascii   @SVW
1902 0x0006e9c5 0x1006e9c5   4    4 .text   ascii   @SVW
1903 0x0006ea25 0x1006ea25   4    4 .text   ascii   @SVW
1904 0x0006ea85 0x1006ea85   4    4 .text   ascii   @SVW
1905 0x0006eae5 0x1006eae5   4    4 .text   ascii   LSVW
1906 0x0006ec45 0x1006ec45   4    4 .text   ascii   @SVW
1907 0x0006ecc5 0x1006ecc5   4    4 .text   ascii   @SVW
1908 0x0006edb5 0x1006edb5   4    4 .text   ascii   DSVW
1909 0x0006ee55 0x1006ee55   4    4 .text   ascii   @SVW
1910 0x0006eeb5 0x1006eeb5   4    4 .text   ascii   @SVW
1911 0x0006ef15 0x1006ef15   4    4 .text   ascii   @SVW
1912 0x0006ef75 0x1006ef75   4    4 .text   ascii   @SVW
1913 0x0006efd5 0x1006efd5   4    4 .text   ascii   DSVW
1914 0x0006f0a5 0x1006f0a5   4    4 .text   ascii   @SVW
1915 0x0006f0d5 0x1006f0d5   4    4 .text   ascii   HSVW
1916 0x0006f1f7 0x1006f1f7   5    5 .text   ascii   Pl_^[
1917 0x0006f235 0x1006f235   4    4 .text   ascii   @SVW
1918 0x0006f271 0x1006f271   4    4 .text   ascii   Ppj\n
1919 0x0006f316 0x1006f316   5    5 .text   ascii   Al_^[
1920 0x0006f335 0x1006f335   4    4 .text   ascii   @SVW
1921 0x0006f355 0x1006f355   5    5 .text   ascii   Jp_^[
1922 0x0006f365 0x1006f365   4    4 .text   ascii   @SVW
1923 0x0006f388 0x1006f388   5    5 .text   ascii   Jp_^[
1924 0x0006f83e 0x1006f83e   4    6 .text   utf8    ĊMĈ\b blocks=Latin Extended-A,Basic Latin
1925 0x0006ff68 0x1006ff68   4    4 .text   ascii   \b_^[
1926 0x0006ff85 0x1006ff85   4    4 .text   ascii   @SVW
1927 0x00070005 0x10070005   4    4 .text   ascii   @SVW
1928 0x00070025 0x10070025   5    5 .text   ascii   Jp_^[
1929 0x00070035 0x10070035   4    4 .text   ascii   @SVW
1930 0x00070055 0x10070055   5    5 .text   ascii   Jp_^[
1931 0x00070065 0x10070065   4    4 .text   ascii   @SVW
1932 0x00070085 0x10070085   5    5 .text   ascii   Jp_^[
1933 0x00070095 0x10070095   4    4 .text   ascii   @SVW
1934 0x000700b5 0x100700b5   5    5 .text   ascii   Jp_^[
1935 0x000700c5 0x100700c5   4    4 .text   ascii   @SVW
1936 0x000700e5 0x100700e5   5    5 .text   ascii   Jp_^[
1937 0x000700f5 0x100700f5   4    4 .text   ascii   TSVW
1938 0x00070265 0x10070265   4    4 .text   ascii   @SVW
1939 0x00070291 0x10070291   5    5 .text   ascii   HX_^[
1940 0x000714c5 0x100714c5   4    4 .text   ascii   @SVW
1941 0x000717be 0x100717be   5    5 .text   ascii   J\f_^[
1942 0x000717d5 0x100717d5   4    4 .text   ascii   xSVW
1943 0x00071e85 0x10071e85   4    4 .text   ascii   pSVW
1944 0x00072309 0x10072309   7    8 .text   ibm037  i(}ÔHZV
1945 0x0007234a 0x1007234a  10   11 .text   ibm037  «<n0KY»({h
1946 0x00072435 0x10072435   4    4 .text   ascii   PSVW
1947 0x00072733 0x10072733   4    6 .text   utf8    ؋M؉M blocks=Arabic,Basic Latin
1948 0x000727a4 0x100727a4   4    6 .text   utf8    ȋUȉU blocks=Latin Extended-B,Basic Latin
1949 0x000727d1 0x100727d1   4    6 .text   utf8    ȋEȊ\b blocks=Latin Extended-B,Basic Latin
1950 0x000727e2 0x100727e2   4    6 .text   utf8    ȋEȊ\b blocks=Latin Extended-B,Basic Latin
1951 0x0007282b 0x1007282b   4    6 .text   utf8    ċMĊU blocks=Latin Extended-A,Basic Latin
1952 0x0007283c 0x1007283c   4    6 .text   utf8    ċMĊU blocks=Latin Extended-A,Basic Latin
1953 0x00072865 0x10072865   4    4 .text   ascii   tSVW
1954 0x00072ae6 0x10072ae6   4    6 .text   utf8    ܋E܈\b blocks=Syriac,Basic Latin
1955 0x00072afd 0x10072afd   4    6 .text   utf8    ܋E܋M blocks=Syriac,Basic Latin
1956 0x00072b1a 0x10072b1a   4    6 .text   utf8    ԋUԉU blocks=Cyrillic Supplement,Basic Latin
1957 0x00072d98 0x10072d98   4    6 .text   utf8    ؋M؊U blocks=Arabic,Basic Latin
1958 0x00072da9 0x10072da9   4    6 .text   utf8    ؋M؊U blocks=Arabic,Basic Latin
1959 0x00072df4 0x10072df4   4    6 .text   utf8    ؋U؊E blocks=Arabic,Basic Latin
1960 0x00072e05 0x10072e05   4    6 .text   utf8    ؋U؊E blocks=Arabic,Basic Latin
1961 0x00072e99 0x10072e99   4    6 .text   utf8    ЋUЊE blocks=Cyrillic,Basic Latin
1962 0x00072eaa 0x10072eaa   4    6 .text   utf8    ЋUЊE blocks=Cyrillic,Basic Latin
1963 0x00072f3f 0x10072f3f   4    6 .text   utf8    ȋMȊU blocks=Latin Extended-B,Basic Latin
1964 0x00072fa6 0x10072fa6   4    6 .text   utf8    ȋMȊU blocks=Latin Extended-B,Basic Latin
1965 0x00073315 0x10073315   4    4 .text   ascii   hSVW
1966 0x00074635 0x10074635   4    4 .text   ascii   TSVW
1967 0x00076765 0x10076765   4    4 .text   ascii   xSVW
1968 0x00076ec5 0x10076ec5   4    4 .text   ascii   `SVW
1969 0x00077305 0x10077305   4    4 .text   ascii   dSVW
1970 0x00077a95 0x10077a95   4    4 .text   ascii   pSVW
1971 0x00077c73 0x10077c73   4    7 .text   utf8    щUЋU blocks=Cyrillic,Basic Latin
1972 0x00078555 0x10078555   4    4 .text   ascii   @SVW
1973 0x00078595 0x10078595   4    4 .text   ascii   @SVW
1974 0x000785a9 0x100785a9   4    5 .text   ascii   }\f\b~
1975 0x000785c8 0x100785c8   4    4 .text   ascii   I#M\f
1976 0x000785f5 0x100785f5   4    4 .text   ascii   @SVW
1977 0x00078622 0x10078622   4    5 .text   ascii   }\f\av
1978 0x0007865c 0x1007865c   4    4 .text   ascii   \f_^[
1979 0x00078675 0x10078675   4    4 .text   ascii   @SVW
1980 0x00078689 0x10078689   4    5 .text   ascii   E\fPj
1981 0x0007869e 0x1007869e   4    4 .text   ascii   @_^[
1982 0x000786b5 0x100786b5   4    4 .text   ascii   HSVW
1983 0x00078755 0x10078755   4    4 .text   ascii   @SVW
1984 0x00078777 0x10078777   4    4 .text   ascii   \b_^[
1985 0x00078795 0x10078795   4    4 .text   ascii   @SVW
1986 0x000787d5 0x100787d5   4    4 .text   ascii   DSVW
1987 0x00078875 0x10078875   4    4 .text   ascii   DSVW
1988 0x000788d5 0x100788d5   4    4 .text   ascii   DSVW
1989 0x00078945 0x10078945   4    4 .text   ascii   @SVW
1990 0x0007896a 0x1007896a   4    4 .text   ascii   \f_^[
1991 0x00078985 0x10078985   4    4 .text   ascii   HSVW
1992 0x000789b9 0x100789b9   4    5 .text   ascii   ;B0}
1993 0x00078aa5 0x10078aa5   4    4 .text   ascii   @SVW
1994 0x00078abc 0x10078abc   5    5 .text   ascii   @T_^[
1995 0x00078ad5 0x10078ad5   4    4 .text   ascii   @SVW
1996 0x00078aef 0x10078aef   5    5 .text   ascii   HT_^[
1997 0x00078b05 0x10078b05   4    4 .text   ascii   @SVW
1998 0x00078be5 0x10078be5   4    4 .text   ascii   @SVW
1999 0x00078c25 0x10078c25   4    4 .text   ascii   @SVW
2000 0x00078c45 0x10078c45   4    4 .text   ascii   @SVW
2001 0x00078c91 0x10078c91   4    4 .text   ascii   \b_^[
2002 0x00078cb5 0x10078cb5   4    4 .text   ascii   @SVW
2003 0x00078d45 0x10078d45   4    4 .text   ascii   DSVW
2004 0x00078d8c 0x10078d8c   4    4 .text   ascii   \b_^[
2005 0x00078da5 0x10078da5   4    4 .text   ascii   HSVW
2006 0x00078e25 0x10078e25   4    4 .text   ascii   @SVW
2007 0x00078e65 0x10078e65   4    4 .text   ascii   DSVW
2008 0x00078ed5 0x10078ed5   4    4 .text   ascii   @SVW
2009 0x00078f25 0x10078f25   4    4 .text   ascii   DSVW
2010 0x00078f6a 0x10078f6a   4    4 .text   ascii   \f_^[
2011 0x00078f85 0x10078f85   4    4 .text   ascii   DSVW
2012 0x00078fca 0x10078fca   4    4 .text   ascii   \f_^[
2013 0x00078fe5 0x10078fe5   4    4 .text   ascii   @SVW
2014 0x0007902a 0x1007902a   4    4 .text   ascii   \b_^[
2015 0x00079045 0x10079045   4    4 .text   ascii   @SVW
2016 0x0007908c 0x1007908c   4    4 .text   ascii   \b_^[
2017 0x000790e1 0x100790e1   4    4 .text   ascii   \b_^[
2018 0x00079105 0x10079105   4    4 .text   ascii   LSVW
2019 0x00079291 0x10079291   4    4 .text   ascii   \b_^[
2020 0x000792b5 0x100792b5   4    4 .text   ascii   @SVW
2021 0x000792c9 0x100792c9   4    4 .text   ascii   E\fPh
2022 0x00079305 0x10079305   4    4 .text   ascii   @SVW
2023 0x00079319 0x10079319   4    4 .text   ascii   E\fPh
2024 0x0007932d 0x1007932d   4    4 .text   ascii   \f_^[
2025 0x00079345 0x10079345   4    4 .text   ascii   @SVW
2026 0x00079371 0x10079371   5    5 .text   ascii   QD_^[
2027 0x00079385 0x10079385   4    4 .text   ascii   @SVW
2028 0x0007939c 0x1007939c   5    5 .text   ascii   @H_^[
2029 0x000793b5 0x100793b5   4    4 .text   ascii   DSVW
2030 0x00079415 0x10079415   4    4 .text   ascii   DSVW
2031 0x00079475 0x10079475   4    4 .text   ascii   DSVW
2032 0x000794b5 0x100794b5   4    4 .text   ascii   @SVW
2033 0x000794ef 0x100794ef   4    4 .text   ascii   \f_^[
2034 0x00079515 0x10079515   4    4 .text   ascii   HSVW
2035 0x00079625 0x10079625   4    4 .text   ascii   LSVW
2036 0x000796e5 0x100796e5   4    4 .text   ascii   pSVW
2037 0x00079736 0x10079736   4    4 .text   ascii   Jhj\r
2038 0x000799ac 0x100799ac   4    4 .text   ascii   $_^[
2039 0x000799e5 0x100799e5   4    4 .text   ascii   PSVW
2040 0x00079a23 0x10079a23   4    4 .text   ascii   t&hp
2041 0x00079a95 0x10079a95   4    4 .text   ascii   t&h@
2042 0x00079c25 0x10079c25   4    4 .text   ascii   @SVW
2043 0x00079c9f 0x10079c9f   4    4 .text   ascii   \b_^[
2044 0x00079cc5 0x10079cc5   4    4 .text   ascii   \SVW
2045 0x00079d06 0x10079d06   4    4 .text   ascii   t&h|
2046 0x00079d6f 0x10079d6f   4    4 .text   ascii   u&hL
2047 0x00079d9b 0x10079d9b   4    4 .text   ascii   t&h0
2048 0x00079e44 0x10079e44   4    4 .text   ascii   Au)h
2049 0x00079ec5 0x10079ec5   4    4 .text   ascii   HSVW
2050 0x0007a0b5 0x1007a0b5   4    4 .text   ascii   \f_^[
2051 0x0007a185 0x1007a185   4    4 .text   ascii   u&h\
2052 0x0007a1b0 0x1007a1b0   5    5 .text   ascii    t&h@
2053 0x0007a29d 0x1007a29d   4    5 .text   ascii   Au$h
2054 0x0007a388 0x1007a388   4    5 .text   ascii   Au$h
2055 0x0007a473 0x1007a473   4    4 .text   ascii   Au$h
2056 0x0007a55e 0x1007a55e   4    4 .text   ascii   Au$h
2057 0x0007a6dc 0x1007a6dc   5    5 .text   ascii   Au}hh
2058 0x0007a7b5 0x1007a7b5   4    4 .text   ascii   H_^[
2059 0x0007a7d5 0x1007a7d5   4    4 .text   ascii   HSVW
2060 0x0007a956 0x1007a956   4    4 .text   ascii   Au2h
2061 0x0007a961 0x1007a961   4    5 .text   ibm037  &YRW
2062 0x0007ab20 0x1007ab20   4    4 .text   ascii   \f_^[
2063 0x0007ab45 0x1007ab45   4    4 .text   ascii   PSVW
2064 0x0007ac53 0x1007ac53   4    4 .text   ascii   u&ht
2065 0x0007ae75 0x1007ae75   4    4 .text   ascii   LSVW
2066 0x0007aef9 0x1007aef9   4    4 .text   ascii   u&hh
2067 0x0007af32 0x1007af32   4    4 .text   ascii   t&hP
2068 0x0007af9b 0x1007af9b   4    4 .text   ascii   t&h4
2069 0x0007b18e 0x1007b18e   4    4 .text   ascii   \f_^[
2070 0x0007b1a5 0x1007b1a5   4    4 .text   ascii   LSVW
2071 0x0007b1e6 0x1007b1e6   4    4 .text   ascii   t&h\b
2072 0x0007b233 0x1007b233   4    5 .text   ibm037  &YPS
2073 0x0007b35f 0x1007b35f   4    4 .text   ascii   \f_^[
2074 0x0007b385 0x1007b385   4    4 .text   ascii   XSVW
2075 0x0007b3c3 0x1007b3c3   4    4 .text   ascii   t&hp
2076 0x0007b3fe 0x1007b3fe   4    4 .text   ascii   t&hX
2077 0x0007b429 0x1007b429   5    5 .text   ascii   \tt#h<
2078 0x0007b4d5 0x1007b4d5   4    4 .text   ascii   XSVW
2079 0x0007b579 0x1007b579   4    4 .text   ascii   \tt#h
2080 0x0007b625 0x1007b625   4    4 .text   ascii   lSVW
2081 0x0007b69e 0x1007b69e   4    4 .text   ascii   t&hx
2082 0x0007b755 0x1007b755   4    4 .text   ascii   w&hd
2083 0x0007b826 0x1007b826   4    4 .text   ascii   t&h8
2084 0x0007b864 0x1007b864   4    5 .text   ibm037  &YOP
2085 0x0007b900 0x1007b900   4    4 .text   ascii   v3hd
2086 0x0007b991 0x1007b991   4    4 .text   ascii   \b_^[
2087 0x0007b9b5 0x1007b9b5   4    4 .text   ascii   PSVW
2088 0x0007ba43 0x1007ba43   4    4 .text   ascii   \at#h
2089 0x0007bad0 0x1007bad0   4    4 .text   ascii   \f_^[
2090 0x0007baf5 0x1007baf5   4    4 .text   ascii   TSVW
2091 0x0007bb3e 0x1007bb3e   4    4 .text   ascii   Bh\f\b
2092 0x0007bc2c 0x1007bc2c   4    4 .text   ascii   \b_^[
2093 0x0007bc94 0x1007bc94   4    4 .text   ascii   Bh\f\b
2094 0x0007c13b 0x1007c13b   4    4 .text   ascii   \b_^[
2095 0x0007c155 0x1007c155   4    4 .text   ascii   @SVW
2096 0x0007c1d3 0x1007c1d3   4    4 .text   ascii   \b_^[
2097 0x0007c1f5 0x1007c1f5   4    4 .text   ascii   @SVW
2098 0x0007c2f8 0x1007c2f8   4    4 .text   ascii   \b_^[
2099 0x0007ca2c 0x1007ca2c   4    7 .text   utf8    ȉMȋU blocks=Latin Extended-B,Basic Latin
2100 0x0007d285 0x1007d285   4    4 .text   ascii   PSVW
2101 0x0007d69d 0x1007d69d   5    5 .text   ascii   Jh_^[
2102 0x0007d6b5 0x1007d6b5   4    4 .text   ascii   LSVW
2103 0x0007dabb 0x1007dabb   5    5 .text   ascii   Pl_^[
2104 0x0007dad5 0x1007dad5   4    4 .text   ascii   @SVW
2105 0x0007db0f 0x1007db0f   4    4 .text   ascii   B\b\f 
2106 0x0007db17 0x1007db17   5    5 .text   ascii   A\b_^[
2107 0x0007db35 0x1007db35   4    4 .text   ascii   @SVW
2108 0x0007dbc2 0x1007dbc2   5    5 .text   ascii   A\b_^[
2109 0x0007dbd5 0x1007dbd5   4    4 .text   ascii   @SVW
2110 0x0007dc0c 0x1007dc0c   5    5 .text   ascii   P\b_^[
2111 0x0007dc25 0x1007dc25   4    4 .text   ascii   @SVW
2112 0x0007dc53 0x1007dc53   4    4 .text   ascii   B\b\f@
2113 0x0007dc5b 0x1007dc5b   5    5 .text   ascii   A\b_^[
2114 0x0007dc75 0x1007dc75   4    4 .text   ascii   DSVW
2115 0x0007dd99 0x1007dd99   5    5 .text   ascii   A\f_^[
2116 0x0007ddb5 0x1007ddb5   4    4 .text   ascii   @SVW
2117 0x0007ddfe 0x1007ddfe   5    5 .text   ascii   J\b_^[
2118 0x0007de15 0x1007de15   4    4 .text   ascii   HSVW
2119 0x0007df3b 0x1007df3b   5    5 .text   ascii   ;E }_
2120 0x0007dfac 0x1007dfac   5    5 .text   ascii   P\b_^[
2121 0x0007dfc5 0x1007dfc5   4    4 .text   ascii   @SVW
2122 0x0007e00e 0x1007e00e   5    5 .text   ascii   J\b_^[
2123 0x0007e025 0x1007e025   4    4 .text   ascii   @SVW
2124 0x0007e067 0x1007e067   5    5 .text   ascii   P\b_^[
2125 0x0007e075 0x1007e075   4    4 .text   ascii   @SVW
2126 0x0007e0b7 0x1007e0b7   5    5 .text   ascii   A\b_^[
2127 0x0007e0d5 0x1007e0d5   4    4 .text   ascii   @SVW
2128 0x0007e10c 0x1007e10c   5    5 .text   ascii   A\b_^[
2129 0x0007e125 0x1007e125   4    4 .text   ascii   dSVW
2130 0x0007e20c 0x1007e20c   4    4 .text   ascii   H_^[
2131 0x0007e225 0x1007e225   4    4 .text   ascii   PSVW
2132 0x0007e259 0x1007e259   5    6 .text   ascii   U\f;J4
2133 0x0007e392 0x1007e392   4    4 .text   ascii   D\n\bP
2134 0x0007e405 0x1007e405   4    4 .text   ascii   @SVW
2135 0x0007e458 0x1007e458   5    5 .text   ascii   P\b_^[
2136 0x0007e475 0x1007e475   4    4 .text   ascii   @SVW
2137 0x0007e4a9 0x1007e4a9   4    4 .text   ascii   t"j\n
2138 0x0007e4e5 0x1007e4e5   5    5 .text   ascii   J\b_^[
2139 0x0007e505 0x1007e505   4    4 .text   ascii   @SVW
2140 0x0007e6d3 0x1007e6d3   4    4 .text   ascii   QSVW
2141 0x0007e730 0x1007e730   4    4 .text   ascii   j/hh
2142 0x0007e789 0x1007e789   6    6 .text   ascii   PRSVWh
2143 0x0007e7af 0x1007e7af   5    5 .text   ascii   _^[ZX
2144 0x0007e7cf 0x1007e7cf   4    4 .text   ascii   D$\bW
2145 0x0007e7e4 0x1007e7e4   4    4 .text   ascii   \aGIu
2146 0x0007e808 0x1007e808   4    4 .text   ascii   \aGJu
2147 0x0007e80e 0x1007e80e   7    9 .text   utf8    D$\b_ËD$ blocks=Basic Latin,Latin-1 Supplement
2148 0x0007e83c 0x1007e83c   4    4 .text   ascii   _^[]
2149 0x0007e8e2 0x1007e8e2   4    6 .text   utf8    \bÍT$ blocks=Basic Latin,Latin-1 Supplement
2150 0x0007e8f3 0x1007e8f3   6    6 .text   ascii   D$\ftQf
2151 0x0007e9a2 0x1007e9a2   4    6 .text   utf8    \bÍT$ blocks=Basic Latin,Latin-1 Supplement
2152 0x0007e9b0 0x1007e9b0   5    5 .text   ascii   <$tPf
2153 0x0007e9ed 0x1007e9ed  17   17 .text   ibm037  RIR5ºÿ\Æ:8ùRRÚÔòY
2154 0x0007ea52 0x1007ea52   4    6 .text   utf8    \bÍT$ blocks=Basic Latin,Latin-1 Supplement
2155 0x0007ea60 0x1007ea60   5    5 .text   ascii   <$tPf
2156 0x0007ea9d 0x1007ea9d  13   14 .text   ibm037  RIR5ºÿ\Æ:8ùRR
2157 0x0007eaf3 0x1007eaf3   4    4 .text   ascii   QSVW
2158 0x0007eb65 0x1007eb65   5    5 .text   ascii   \bSVWd
2159 0x0007ebc5 0x1007ebc5   4    4 .text   ascii   \bSVW
2160 0x0007ec0e 0x1007ec0e   4    5 .text   ascii   B(Pj
2161 0x0007ecb8 0x1007ecb8   4    5 .text   ascii   H\bQj
2162 0x0007ecd3 0x1007ecd3   5    5 .text   ascii    _^[]
2163 0x0007ece5 0x1007ece5   4    4 .text   ascii   4SVW
2164 0x0007ede9 0x1007ede9   4    5 .text   ascii   Q\bRj
2165 0x0007ee2c 0x1007ee2c   4    4 .text   ascii   _^[]
2166 0x0007ee45 0x1007ee45   5    5 .text   ascii   E\bSVW
2167 0x0007ee7a 0x1007ee7a   4    5 .text   ascii   ;H\b~
2168 0x0007eea3 0x1007eea3   5    6 .text   ascii   :;x\fw
2169 0x0007eed3 0x1007eed3   5    6 .text   ascii   SVWUj
2170 0x0007eee8 0x1007eee8   4    4 .text   ascii   ]_^[
2171 0x0007eeee 0x1007eeee   4    6 .text   utf8    ]ËL$ blocks=Basic Latin,Latin-1 Supplement
2172 0x0007ef3c 0x1007ef3c   8    8 .text   ascii   t.;t$$t(
2173 0x0007ef75 0x1007ef75   4    4 .text   ascii   \f_^[
2174 0x0007ef90 0x1007ef90   6    7 .text   ascii   R\f9Q\bu
2175 0x0007efb7 0x1007efb7   4    4 .text   ascii   k\fY[
2176 0x0007efea 0x1007efea   5    5 .text   ascii   sajhh
2177 0x0007f2a2 0x1007f2a2   4    5 .text   ascii   \bhP,
2178 0x0007f334 0x1007f334   6    7 .text   ascii   E\b;E\fs
2179 0x0007f4f9 0x1007f4f9   4    4 .text   ascii   E\b^_
2180 0x0007f505 0x1007f505   4    4 .text   ascii   E\b^_
2181 0x0007f517 0x1007f517   4    4 .text   ascii   E\b^_
2182 0x0007f531 0x1007f531   4    4 .text   ascii   E\b^_
2183 0x0007f691 0x1007f691   4    4 .text   ascii   E\b^_
2184 0x0007f69f 0x1007f69f   4    4 .text   ascii   E\b^_
2185 0x0007f6b5 0x1007f6b5   4    4 .text   ascii   E\b^_
2186 0x0007f6cf 0x1007f6cf   4    4 .text   ascii   E\b^_
2187 0x0007f82d 0x1007f82d   4    4 .text   ascii   D$\b_
2188 0x0007f843 0x1007f843   5    7 .text   utf8    D$\b_È blocks=Basic Latin,Latin-1 Supplement
2189 0x0007f84b 0x1007f84b   4    4 .text   ascii   D$\b_
2190 0x0007f853 0x1007f853   4    4 .text   ascii   QSVW
2191 0x0007f8e5 0x1007f8e5   4    4 .text   ascii   \bSVW
2192 0x0007f9a5 0x1007f9a5   4    4 .text   ascii   \bSVW
2193 0x0007fa54 0x1007fa54   8    9 .text   ibm037  IeIÍKYS;
2194 0x0007fad1 0x1007fad1   6    6 .text   ascii   B 02CV
2195 0x0007faf6 0x1007faf6   4    4 .text   ascii   L$\b\v
2196 0x0007fb02 0x1007fb02   5    5 .text   ascii   B$Iu\b
2197 0x0007fbca 0x1007fbca   4    5 .text   ascii   h8[\b
2198 0x0007fbe0 0x1007fbe0   5    5 .text   ascii   SVWj\t
2199 0x0007fcf2 0x1007fcf2   4    5 .text   ascii   U\bRj
2200 0x0007fd19 0x1007fd19   4    8 .text   utf16le jjjj
